Nombre ,Fuente,Usuario,Subtema,Tono,Recursos,ENGAGEMENT,URL
0806-7,Medio,Tome Pal Pinto,Salud,Informativo,Link,"6,170",https://www.facebook.com/Tomepalpinto/posts/3058175127602363
0806-8,Medio,Crhoy.com,Salud,Informativo,Link,"5,983",https://www.facebook.com/crhoy.comnoticias/posts/4139987679376901
0806-9,Gobierno,Carlos Alvarado Quesada,Medio Ambiente y Animales,Informativo,Texto/Imagen,"5,840",https://www.facebook.com/carlosalvaradoquesada/posts/911776259321049
0806-10,Medio,Amelia Rueda,Salud,Informativo,Texto,"5,756",https://www.facebook.com/ameliarueda/posts/10158968842057923
0906-1,Página/Comunidad,De Todo El Mundo,Vida Cotidiana,Humorístico,Meme,"12,919",https://www.facebook.com/roperito09/posts/584502312237830
0906-2,Medio,Crhoy.com,Suicidio,Informativo,Link,"11,245",https://www.facebook.com/crhoy.comnoticias/posts/4143386069037062
0906-3,Ministerio,Ministerio de Salud,Salud,Informativo,Link,"8,114",https://www.facebook.com/msaludcr/posts/10163844983695137
0906-4,Medio,Telenoticias,Salud,Informativo,Link,"7,558",https://www.facebook.com/Telenoticias7/posts/3568600949817747
0906-5,Organización,UNICEF CR,Educación,Informativo,Link,"7,112",https://www.facebook.com/UNICEFCostaRica/posts/10157082198597517
0906-6,Gobierno,Carlos Alvarado Quesada,Economía,Informativo,Texto/Imagen,"6,912",https://www.facebook.com/carlosalvaradoquesada/posts/912563642575644
0906-7,Medio,NCR - Noticias Costa Rica,Economía,Informativo,Link,"5,132",https://www.facebook.com/NCRNoticiasCostaRica/posts/3378511275514641
0906-8,Ministerio,Ministerio de Salud,Salud,Informativo,Video,"5,109",https://www.facebook.com/msaludcr/posts/544387239563970
0906-9,Medio,La República,Economía,Informativo,Link,"4,785",https://www.facebook.com/larepublicacr/posts/10157125387062051
0906-10,Diputades,Franggi Nicolás Diputada,Economía,Denuncia,Texto/Imagen,"4,451",https://www.facebook.com/FranggiDiputada/posts/589437568240586
1006-1,Ministerio,Ministerio de Salud,Salud,Informativo,Texto,"15,989",https://www.facebook.com/msaludcr/posts/10163848562115137
1006-2,Medio,Teletica,Educación,Emotivo,Link,"13,334",https://www.facebook.com/Telenoticias7/posts/3571117602899415
1006-3,Ministerio,Ministerio de Salud,Salud,Informativo,Link,"11,076",https://www.facebook.com/msaludcr/posts/10163851233510137
1006-4,Ministerio,Ministerio de Salud,Salud,Informativo,Video,"10,942",https://www.facebook.com/msaludcr/posts/594512584513810
1006-5,Medio,NCR - Noticias Costa Rica,Salud,Informativo,Texto/Imagen,"9,941",https://www.facebook.com/NCRNoticiasCostaRica/posts/3380508388648263
1006-6,Ministerio,Ministerio de Salud,Salud,Informativo,Imagen,"9,540",https://www.facebook.com/msaludcr/posts/10163849968480137
1006-7,Medio,Amelia Rueda,Salud,Informativo,Link,"7,619",https://www.facebook.com/ameliarueda/posts/10158974220642923
1006-8,Medio,AYA,Servicios Públicos,Informativo,Texto/Imagen,"6,583",https://www.facebook.com/AcueductosyAlcantarilladosCR/posts/3632302813465681
1006-9,Gobierno,Carlos Alvarado Quesada,Economía,Informativo,Texto,"6,510",https://www.facebook.com/carlosalvaradoquesada/posts/913201275845214
1006-10,Medio,Amelia Rueda,Salud,Informativo,Link,"6,013",https://www.facebook.com/ameliarueda/posts/10158974891742923
1106-1,Diputades,Franggi Nicolás Diputada,Economía,Denuncia,Texto/Video,"14,439",https://www.facebook.com/FranggiDiputada/posts/590654854785524
1106-2,Medio,Telenoticias,Migración,Informativo,Link,"11,115",https://www.facebook.com/Telenoticias7/posts/3574218102589365
1106-3,Ministerio,Ministerio de Salud,Salud,Informativo,Link,"10,433",https://www.facebook.com/msaludcr/posts/10163855914745137
1106-4,Medio,Telenoticias,Migración,Informativo,Link,"10,048",https://www.facebook.com/Telenoticias7/posts/3574333332577842
1106-5,Medio,amprensa.com,Salud,Informativo,Link,"8,349",https://www.facebook.com/amprensa/posts/3488135717882862
1106-6,Medio,Crhoy.com,Servicios Públicos,Informativo,Link,"8,216",https://www.facebook.com/crhoy.comnoticias/posts/4151508984891437
1106-7,Organización Religiosa,Papito Dios,Religión,Esperanzador,Imagen,"7,873",https://www.facebook.com/papitodiospadre/posts/3077594928994272
1106-8,Medio,Crhoy.com,Migración,Informativo,Link,"7,728",https://www.facebook.com/crhoy.comnoticias/posts/4153094081399594
1106-9,Medio,Amelia Rueda,Salud,Informativo,Link,"7,258",https://www.facebook.com/ameliarueda/posts/10158979259762923
1106-10,Medio,Crhoy.com,Medidas y Restricciones,Informativo,Link,"7,168",https://www.facebook.com/crhoy.comnoticias/posts/4150292458346423
1206-1,Página/Comunidad,The Losers Club,Salud,Humorístico,Meme,"15,315",https://www.facebook.com/TheLosersClubLA/posts/1433097736884347
1206-2,Medio,Amelia Rueda,Migración,Informativo,Link,"10,773",https://www.facebook.com/ameliarueda/posts/10158981191062923
1206-3,Medio,Repretel,Migración,Informativo,Link,"6,906",https://www.facebook.com/noticiasrepretelcostarica/posts/3546152502091142
1206-4,Medio,Hola es Lola,Personal,Emotivo,Texto/Imagen,"6,531",https://www.facebook.com/Holaeslola/posts/1646200508873774
1206-5,Medio,Crhoy.com,Salud,Informativo,Link,"6,157",https://www.facebook.com/crhoy.comnoticias/posts/4155325331176469
1206-6,Ministerio,Ministerio de Salud,Salud,Informativo,Imagen,"6,126",https://www.facebook.com/msaludcr/posts/10163860572960137
1206-7,Medio,Repretel,Migración,Informativo,Link,"5,527",https://www.facebook.com/noticiasrepretelcostarica/posts/3546238428749216
1206-8,Figura Pública,Lizeth Castro,Salud,Orgullo,Texto/Imagen,"5,434",https://www.facebook.com/LizethCastrotv/posts/3509137369115482
1206-9,Medio,Amelia Rueda,Salud,Informativo,Link,"4,621",https://www.facebook.com/ameliarueda/posts/10158980649117923
1206-10,Medio,Telenoticias,Discriminación,Informativo,Link,"4,144",https://www.facebook.com/Telenoticias7/posts/3576495515694957
1306-1,Medio,Amelia Rueda,Salud,Informativo,Texto,"7,372",https://www.facebook.com/ameliarueda/posts/10158985671747923
1306-2,Medio,Amelia Rueda,Salud,Informativo,Link,"6,869",https://www.facebook.com/ameliarueda/posts/10158986020262923
1306-3,Medio,Telenoticias,Economía,Informativo,Link,"6,728",https://www.facebook.com/Telenoticias7/posts/3579458372065338
1306-4,Ministerio,Ministerio de Salud,Salud,Informativo,Imagen,"6,182",https://www.facebook.com/msaludcr/posts/10163865641805137
1306-5,Medio,Teletica,Donaciones y Asistencialismo,Informativo,Link,"5,406",https://www.facebook.com/teleticacom/posts/1569611963200569
1306-6,Medio,Crhoy.com,Servicios Públicos,Informativo,Link,"5,390",https://www.facebook.com/crhoy.comnoticias/posts/4159406404101695
1306-7,Medio,Crhoy.com,Migración,Informativo,Link,"5,136",https://www.facebook.com/crhoy.comnoticias/posts/4161274330581569
1306-8,Ministerio,Ministerio de Salud,Salud,Informativo,Video,"4,412",https://www.facebook.com/msaludcr/posts/253387209285677
1306-9,Gobierno,Carlos Alvarado Quesada,Economía,Informativo,Texto/Video,"4,356",https://www.facebook.com/carlosalvaradoquesada/posts/963276967439348
1306-10,Medio,Teletica,Salud,Informativo,Link,"3,985",https://www.facebook.com/teleticacom/posts/1569199789908453
1406-1,Ministerio,Ministerio de Salud,Salud,Informativo,Link,"12,690",https://www.facebook.com/msaludcr/posts/10163872398765137
1406-2,Gobierno,Carlos Alvarado Quesada,Salud,Motivacional,Texto/Video,"7,460",https://www.facebook.com/carlosalvaradoquesada/posts/916173968881278
1406-3,Medio,Telenoticias,Salud,Informativo,Link,"5,726",https://www.facebook.com/Telenoticias7/posts/3581390935205415
1406-4,Ministerio,Ministerio de Salud,Salud,Informativo,Video,"5,504",https://www.facebook.com/msaludcr/posts/712715746218312
1406-5,Ministerio,Ministerio de Salud,Salud,Informativo,Link,"5,244",https://www.facebook.com/noticiasrepretelcostarica/posts/3553351774704548
1406-6,Medio,Repretel,Salud,Informativo,Link,"4,776",https://www.facebook.com/noticiasrepretelcostarica/posts/3553555934684132
1406-7,Página/Comunidad,Masculinidades género-sensibles.,Discriminación,Denuncia,Imagen,"4,044",https://www.facebook.com/masculinidadesgenerosensibles/posts/2790071427769071
1406-8,Medio,Repretel,Migración,Informativo,Link,"3,926",https://www.facebook.com/noticiasrepretelcostarica/posts/3554343671272025
1406-9,Medio,Nicaragua Actual,Salud,Informativo,Link,"3,878",https://www.facebook.com/nicaraguaactual/posts/3351001454944721
1406-10,Organización,OPS/OMS Costa Rica,Salud,Informativo,Texto/Imagen,"3,753",https://www.facebook.com/ops.oms.costarica/posts/2660173650938633
1506-1,Medio,Crhoy.com,Servicios Públicos,Informativo,Link,"15,093",https://www.facebook.com/crhoy.comnoticias/posts/4169182979790704
1506-2,Medio,Repretel,Salud,Informativo,Link,"9,047",https://www.facebook.com/noticiasrepretelcostarica/posts/3556151324424593
1506-3,Medio,NCR - Noticias Costa Rica,Migración,Informativo,Link,"8,212",https://www.facebook.com/NCRNoticiasCostaRica/posts/3393789023986866
1506-4,Medio,Crhoy.com,Migración,Informativo,Link,"6,679",https://www.facebook.com/crhoy.comnoticias/posts/4168312693211066
1506-5,Gobierno,Carlos Alvarado Quesada,Economía,Informativo,Texto/Video,"6,389",https://www.facebook.com/carlosalvaradoquesada/posts/916945782137430
1506-6,Ministerio,Ministerio de Salud,Salud,Informativo,Link,"5,765",https://www.facebook.com/msaludcr/posts/10163877016855137
1506-7,Medio,Crhoy.com,Salud,Informativo,Link,"5,439",https://www.facebook.com/crhoy.comnoticias/posts/4170282393014096
1506-8,Medio,Amelia Rueda,Medidas y Restricciones,Informativo,Link,"4,939",https://www.facebook.com/ameliarueda/posts/10158992355102923
1506-9,Ministerio,Ministerio de Salud,Salud,Informativo,Imagen,"4,621",https://www.facebook.com/msaludcr/posts/10163876453900137
1506-10,Figura Pública,Allan Jara,Salud,Informativo,Video,"4,367",https://www.facebook.com/allanjaranoticias/posts/265576058207886
1606-1,Polítiques,Rogelio Rivas,Salud,Denuncia,Texto/Video,"18,056",https://www.facebook.com/rogeliorivasss/posts/2732681426965752
1606-2,Medio,Crhoy.com,Discriminación,Informativo,Link,"8,532",https://www.facebook.com/crhoy.comnoticias/posts/4173535466022122
1606-3,Ministerio,Ministerio de Salud,Salud,Informativo,Link,"7,680",https://www.facebook.com/msaludcr/posts/10163881720110137
1606-4,Medio,Amelia Rueda,Discriminación,Informativo,Link,"7,338",https://www.facebook.com/ameliarueda/posts/10158995612492923
1606-5,Medio,Telenoticias,Discriminación,Informativo,Link,"5,857",https://www.facebook.com/Telenoticias7/posts/3587868137891028
1606-6,Ministerio,Ministerio de Salud,Salud,Informativo,Video,"5,713",https://www.facebook.com/msaludcr/posts/685732762262683
1606-7,Figura Pública,Douglas Sánchez Jiménez,Salud,Denuncia,Texto,"5,511",https://www.facebook.com/ConLaTildeEnLaA/posts/3167552260006381
1606-8,Medio,NCR - Noticias Costa Rica,Aglomeraciones,Informativo,Link,"4,682",https://www.facebook.com/NCRNoticiasCostaRica/posts/3396628470369588
1606-9,Medio,Crhoy.com,Aglomeraciones,Informativo,Link,"4,363",https://www.facebook.com/crhoy.comnoticias/posts/4173356482706687
1606-10,Medio,NCR - Noticias Costa Rica,Discriminación,Informativo,Link,"4,273",https://www.facebook.com/NCRNoticiasCostaRica/posts/3396896057009496
1706-1,Medio,Hola es Lola,Entretenimiento,Humorístico,Texto/Meme,"11,587",https://www.facebook.com/Holaeslola/posts/1650823711744787
1706-2,Medio,NCR - Noticias Costa Rica,Salud,Informativo,Link,"11,418",https://www.facebook.com/NCRNoticiasCostaRica/posts/3399822783383490
1706-3,Homeópata,Betesda Natural,Salud,Informativo,Video,"10,227",https://www.facebook.com/BetesdaNatural/posts/3037508303002404
1706-4,Ministerio,Ministerio de Salud,Salud,Informativo,Video,"6,636",https://www.facebook.com/msaludcr/posts/3364632890234682
1706-5,Ministerio,Ministerio de Salud,Salud,Informativo,Link,"6,217",https://www.facebook.com/msaludcr/posts/10163888258970137
1706-6,Medio,Crhoy.com,Salud,Informativo,Link,"5,952",https://www.facebook.com/crhoy.comnoticias/posts/4178578038851198
1706-7,Medio,Amelia Rueda,Medidas y Restricciones,Informativo,Link,"5,775",https://www.facebook.com/ameliarueda/posts/10158999480647923
1706-8,Medio,Teletica,Salud,Informativo,Link,"5,693",https://www.facebook.com/teleticacom/posts/1573326682829097
1706-9,Figura Pública,Lizeth Castro,Salud,Informativo,Texto/Imagen,"5,507",https://www.facebook.com/LizethCastrotv/posts/3522912581071294
1706-10,Medio,Teletica,Medidas y Restricciones,Informativo,Link,"5,137",https://www.facebook.com/teleticacom/posts/1573574826137616
1806-1,Medio,Crhoy.com,Aglomeraciones,Informativo,Link,"10,979",https://www.facebook.com/crhoy.comnoticias/posts/4182853541756981
1806-2,Medio,Teletica,Vida Cotidiana,Emotivo,Link,"8,670",https://www.facebook.com/teleticacom/posts/1574304136064685
1806-3,Medio,La República,Salud,Informativo,Link,"8,216",https://www.facebook.com/larepublicacr/posts/10157151766457051
1806-4,Medio,Telenoticias,Vida Cotidiana,Emotivo,Link,"6,949",https://www.facebook.com/Telenoticias7/posts/3593379410673234
1806-5,Ministerio,Ministerio de Salud,Salud,Informativo,Link,"6,751",https://www.facebook.com/msaludcr/posts/10163892006555137
1806-6,Medio,Repretel,Salud,Informativo,Link,"6,230",https://www.facebook.com/noticiasrepretelcostarica/posts/3566060403433685
1806-7,Medio,Crhoy.com,Turismo,Informativo,Link,"5,568",https://www.facebook.com/crhoy.comnoticias/posts/4182762108432791
1806-8,Medio,Diario Extra,Salud,Informativo,Link,"5,338",https://www.facebook.com/diarioextra/posts/3591324240895068
1806-9,Medio,La República,Turismo,Informativo,Link,"5,273",https://www.facebook.com/larepublicacr/posts/10157150695262051
1806-10,Figura Pública,Lizeth Castro,Salud,Orgullo,Link,"5,222",https://www.facebook.com/LizethCastrotv/posts/3526344207394798
1906-1,Gobierno,Carlos Alvarado Quesada,Medidas y Restricciones,Informativo,Texto,"17,130",https://www.facebook.com/carlosalvaradoquesada/posts/919978915167450
1906-2,Ministerio,Ministerio de Salud,Salud,Informativo,Link,"13,409",https://www.facebook.com/msaludcr/posts/10163897649315137
1906-3,Página/Comunidad,Para Todo El Mundo,Discriminación,Denuncia,Texto/Imagen,"11,212",https://www.facebook.com/roperito09/posts/592598088094919
1906-4,Ministerio,Ministerio de Salud,Medidas y Restricciones,Informativo,Texto,"8,670",https://www.facebook.com/msaludcr/posts/10163899648890137
1906-5,Ministerio,Ministerio de Salud,Salud,Informativo,Imagen,"7,437",https://www.facebook.com/msaludcr/posts/10163898302910137
1906-6,Ministerio,Ministerio de Salud,Salud,Informativo,Video,"7,375",https://www.facebook.com/msaludcr/posts/185530066235654
1906-7,Ministerio,Ministerio de Salud,Salud,Informativo,Video,"6,832",https://www.facebook.com/msaludcr/posts/3189052981116583
1906-8,Diputades,Franggi Nicolás Diputada,Economía,Denuncia,Texto/Imagen,"6,783",https://www.facebook.com/FranggiDiputada/posts/595173204333689
1906-9,Medio,Crhoy.com,Medidas y Restricciones,Informativo,Link,"6,192",https://www.facebook.com/crhoy.comnoticias/posts/4186677248041277
1906-10,Medio,Repretel,Medidas y Restricciones,Informativo,Link,"6,005",https://www.facebook.com/noticiasrepretelcostarica/posts/3570114843028241
2006-1,Ministerio,Ministerio de Salud,Salud,Informativo,Video,"16,008",https://www.facebook.com/msaludcr/posts/10163902930400137
2006-2,Medio,Crhoy.com,Economía,Informativo,Link,"13,166",https://www.facebook.com/crhoy.comnoticias/posts/4190219207687081
2006-3,Gobierno,Carlos Alvarado Quesada,Medidas y Restricciones,Informativo,Texto/Imagen,"11,594",https://www.facebook.com/carlosalvaradoquesada/posts/920790275086314
2006-4,Medio,Crhoy.com,Turismo,Emotivo,Link,"10,212",https://www.facebook.com/crhoy.comnoticias/posts/4191812400861095
2006-5,Medio,Crhoy.com,Aglomeraciones,Informativo,Link,"7,898",https://www.facebook.com/crhoy.comnoticias/posts/4192317304143938
2006-6,Ministerio,Ministerio de Salud,Salud,Informativo,Link,"7,875",https://www.facebook.com/msaludcr/posts/10163901332640137
2006-7,Medio,Repretel,Salud,Informativo,Link,"7,428",https://www.facebook.com/noticiasrepretelcostarica/posts/3573647092675016
2006-8,Medio,Tome Pal Pinto,Aglomeraciones,Denuncia,Texto,"7,264",https://www.facebook.com/Tomepalpinto/posts/3090871154332760
2006-9,Ministerio,Ministerio de Salud,Salud,Informativo,Imagen,"6,379",https://www.facebook.com/msaludcr/posts/10163903191550137
2006-10,Medio,Amelia Rueda,Aglomeraciones,Informativo,Link,"5,969",https://www.facebook.com/ameliarueda/posts/10159008882387923
2106-1,Medio,Crhoy.com,Aglomeraciones,Informativo,Link,"14,789",https://www.facebook.com/crhoy.comnoticias/posts/4195131700529165
2106-2,Medio,Telenoticias,Aglomeraciones,Informativo,Link,"13,653",https://www.facebook.com/Telenoticias7/posts/3602216433122865
2106-3,Gobierno,Carlos Alvarado Quesada,Misceláneo,Solidaridad,Texto,"12,760",https://www.facebook.com/carlosalvaradoquesada/posts/921328288365846
2106-4,Medio,Crhoy.com,Medidas y Restricciones,Emotivo,Link,"12,374",https://www.facebook.com/crhoy.comnoticias/posts/4195935883782080
2106-5,Medio,Amelia Rueda,Aglomeraciones,Informativo,Link,"11,079",https://www.facebook.com/ameliarueda/posts/10159012176842923
2106-6,Ministerio,Ministerio de Salud,Salud,Informativo,Link,"10,130",https://www.facebook.com/msaludcr/posts/10163909641095137
2106-7,Figura Pública,Lizeth Castro,Personal,Emotivo,Texto/Imagen,"9,216",https://www.facebook.com/LizethCastrotv/posts/3534915686537650
2106-8,Ministerio,Ministerio de Salud,Salud,Informativo,Video,"8,500",https://www.facebook.com/msaludcr/posts/695860100989467
2106-9,Medio,Crhoy.com,Salud,Informativo,Link,"7,255",https://www.facebook.com/crhoy.comnoticias/posts/4196841317024870
2106-10,Medio,NCR - Noticias Costa Rica,Aglomeraciones,Informativo,Link,"5,237",https://www.facebook.com/NCRNoticiasCostaRica/posts/3410729998959435
2206-1,Página/Comunidad,Acción Filosófica,Religión,Humorístico,Meme,"24,461",https://www.facebook.com/accionfilosoficacr/posts/3018958004852649
2206-2,Medio,Telenoticias,Medidas y Restricciones,Informativo,Link,"13,745",https://www.facebook.com/Telenoticias7/posts/3606176516060190
2206-3,Medio,Crhoy.com,Migración,Informativo,Link,"10,431",https://www.facebook.com/crhoy.comnoticias/posts/4200954499946885
2206-4,Ministerio,Ministerio de Salud,Salud,Informativo,Video,"9,676",https://www.facebook.com/msaludcr/posts/270265240961586
2206-5,Medio,Amelia Rueda,Medidas y Restricciones,Informativo,Link,"8,596",https://www.facebook.com/ameliarueda/posts/10159016002237923
2206-6,Medio,NCR - Noticias Costa Rica,Economía,Informativo,Link,"8,106",https://www.facebook.com/NCRNoticiasCostaRica/posts/3413463012019467
2206-7,Página/Comunidad,Eres un PAClovercillo,Discriminación,Humorístico,Meme,"6,528",https://www.facebook.com/EresUnPAClovercillo/posts/550170728984777
2206-8,Medio,Guana Noticias,Vida Cotidiana,Informativo,Texto/Imagen,"5,640",https://www.facebook.com/GuanaNoticiasLtda/posts/1539091889585917
2206-9,Medio,Hola es Lola,Misceláneo,Reflexivo,Texto,"5,428",https://www.facebook.com/Holaeslola/posts/1654886494671842
2206-10,Medio,Crhoy.com,Medidas y Restricciones,Informativo,Link,"5,162",https://www.facebook.com/crhoy.comnoticias/posts/4199944660047869
2306-1,Página/Comunidad,De Todo El Mundo,Economía,Reflexivo,Texto/Imagen,"13,546",https://www.facebook.com/roperito09/posts/596012167753511
2306-2,Ministerio,Ministerio de Salud,Salud,Informativo,Video,"9,424",https://www.facebook.com/msaludcr/posts/1141724976183754
2306-3,Medio,amprensa.com,Migración,Informativo,Link,"9,114",https://www.facebook.com/amprensa/posts/3521967194499714
2306-4,Medio,Mundo Escazú,Aglomeraciones,Informativo,Link,"6,969",https://www.facebook.com/mundoescazuoficial/posts/3650675108282701
2306-5,Medio,Amelia Rueda,Migración,Informativo,Link,"5,633",https://www.facebook.com/ameliarueda/posts/10159020033137923
2306-6,Medio,Amelia Rueda,Salud,Informativo,Link,"5,439",https://www.facebook.com/ameliarueda/posts/10159020383137923
2306-7,Medio,Amelia Rueda,Medidas y Restricciones,Informativo,Link,"5,319",https://www.facebook.com/ameliarueda/posts/10159018511327923
2306-8,Medio,Tome Pal Pinto,Salud,Informativo,Link,"4,796",https://www.facebook.com/Tomepalpinto/posts/3098037256949483
2306-9,Medio,Amelia Rueda,Salud,Informativo,Link,"4,523",https://www.facebook.com/ameliarueda/posts/10159019358537923
2306-10,Medio,Teletica,Salud,Informativo,Video,"4,476",https://www.facebook.com/teleticacom/posts/733766010692215
2406-1,Organización,Defensa Animal,Medio Ambiente y Animales,Denuncia,Link,"17,473",https://www.facebook.com/AsociacionDefensaAnimal/posts/3407402259279863
2406-2,Ministerio,Ministerio de Salud,Salud,Informativo,Video,"10,620",https://www.facebook.com/msaludcr/posts/261200635187520
2406-3,Medio,Crhoy.com,Aglomeraciones,Informativo,Link,"7,878",https://www.facebook.com/crhoy.comnoticias/posts/4209405842435084
2406-4,Gobierno,Carlos Alvarado Quesada,Economía,Informativo,Texto/Imagen,"7,714",https://www.facebook.com/carlosalvaradoquesada/posts/923840194781322
2406-5,Ministerio,Ministerio de Salud,Salud,Informativo,Link,"7,063",https://www.facebook.com/msaludcr/posts/10163925272465137
2406-6,Medio,NCR - Noticias Costa Rica,Salud,Informativo,Texto/Imagen,"6,827",https://www.facebook.com/NCRNoticiasCostaRica/posts/3419520224747079
2406-7,Ministerio,Ministerio de Salud,Medidas y Restricciones,Informativo,Texto/Imagen,"5,328",https://www.facebook.com/msaludcr/posts/10163926041950137
2406-8,Medio,Telenoticias,Salud,Informativo,Link,"5,277",https://www.facebook.com/Telenoticias7/posts/3610728055605036
2406-9,Figura Pública,Esteban Chavarria Campos,Religión,Agradecimiento,Imagen,"5,195",https://www.facebook.com/EstebanChavaCam/posts/2984836428237939
2406-10,Ministerio,Ministerio de Salud,Salud,Informativo,Imagen,"4,783",https://www.facebook.com/msaludcr/posts/10163926431765137
2506-1,Medio,Colosal Informa,Donaciones y Asistencialismo,Axioloógico,Texto/Video,"30,921",https://www.facebook.com/ColosalInforma/posts/2017426288389347
2506-2,Medio,NCR - Noticias Costa Rica,Donaciones y Asistencialismo,Emotivo,Link,"12,769",https://www.facebook.com/NCRNoticiasCostaRica/posts/3421918681173900
2506-3,Ministerio,Ministerio de Salud,Salud,Informativo,Video,"8,822",https://www.facebook.com/msaludcr/posts/383346855960772
2506-4,Página/Comunidad,Acción Filosófica,Religión,Humorístico,Meme,"8,466",https://www.facebook.com/accionfilosoficacr/posts/3026760660739050
2506-5,Organización Religiosa,Papito Dios,Religión,Esperanzador,Imagen,"6,411",https://www.facebook.com/papitodiospadre/posts/3113676818719416
2506-6,Ministerio,Ministerio de Salud,Medidas y Restricciones,Informativo,Texto/Imagen/Link,"6,300",https://www.facebook.com/msaludcr/posts/10163930672200137
2506-7,Medio,Tía Florita,Misceláneo,Esperanzador,Texto,"5,543",https://www.facebook.com/TiaFlorita/posts/3140998929310311
2506-8,Medio,Amelia Rueda,Salud,Informativo,Texto,"5,468",https://www.facebook.com/ameliarueda/posts/10159027276477923
2506-9,Medio,Amelia Rueda,Medidas y Restricciones,Informativo,Link,"4,958",https://www.facebook.com/ameliarueda/posts/10159025923922923
2506-10,Ministerio,Ministerio de Salud,Salud,Informativo,Imagen,"4,659",https://www.facebook.com/msaludcr/posts/10163931109765137
2606-1,Página/Comunidad,Klase Onda,Misceláneo,Denuncia,Texto/Video,"15,989",https://www.facebook.com/www.klasehonda.net/posts/2600970016833980
2606-2,Medio,Crhoy.com,Aglomeraciones,Informativo,Link,"13,900",https://www.facebook.com/crhoy.comnoticias/posts/4218690428173292
2606-3,Medio,Crhoy.com,Medidas y Restricciones,Informativo,Link,"13,758",https://www.facebook.com/crhoy.comnoticias/posts/4218103791565289
2606-4,Ministerio,Ministerio de Salud,Salud,Informativo,Video,"12,195",https://www.facebook.com/msaludcr/posts/3073489642696569
2606-5,Gobierno,Carlos Alvarado Quesada,Medidas y Restricciones,Informativo,Texto,"11,963",https://www.facebook.com/carlosalvaradoquesada/posts/925077717990903
2606-6,Medio,NCR - Noticias Costa Rica,Medidas y Restricciones,Informativo,Link,"8,613",https://www.facebook.com/NCRNoticiasCostaRica/posts/3425149020850866
2606-7,Medio,Lizeth Castro,Medidas y Restricciones,Solidardad,Texto/Imagen,"7,898",https://www.facebook.com/LizethCastrotv/posts/3550282748334277
2606-8,Medio,Telenoticias,Salud,Informativo,Link,"7,266",https://www.facebook.com/Telenoticias7/posts/3616365185041323
2606-9,Organización Religiosa,Sembrador de Fe,Religión,Plegaria,Texto/Imagen,"6,412",https://www.facebook.com/sembradordefecr/posts/2638660413056146
2606-10,Ministerio,Ministerio de Salud,Salud,Informativo,Imagen,"4,522",https://www.facebook.com/msaludcr/posts/10163936391730137
2706-1,Ministerio,Ministerio de Salud,Salud,Informativo,Texto,"18,230",https://www.facebook.com/msaludcr/posts/10163943165475137
2706-2,Ministerio,Ministerio de Salud,Salud,Informativo,Texto,"14,479",https://www.facebook.com/msaludcr/posts/10163940704525137
2706-3,Ministerio,Ministerio de Salud,Salud,Informativo,Imagen,"8,417",https://www.facebook.com/msaludcr/posts/10163936414160137
2706-4,Ministerio,Ministerio de Salud,Salud,Informativo,Video,"8,361",https://www.facebook.com/msaludcr/posts/3339937912684120
2706-5,Figura Pública,Lizeth Castro,Salud,Condolencias,Texto/Imagen,"7,438",https://www.facebook.com/LizethCastrotv/posts/3552657354763483
2706-6,Gobierno,Carlos Alvarado Quesada,Misceláneo,Informativo,Texto/Imagen,"7,395",https://www.facebook.com/carlosalvaradoquesada/posts/925866697912005
2706-7,Medio,Telenoticias,Salud,Informativo,Texto/Imagen,"6,234",https://www.facebook.com/Telenoticias7/posts/3620724894605352
2706-8,Medio,Crhoy.com,Política,Denuncia,Link,"5,756",https://www.facebook.com/crhoy.comnoticias/posts/4222950404413961
2706-9,Ministerio,Ministerio de Salud,Salud,Informativo,Imagen,"5,081",https://www.facebook.com/msaludcr/posts/10163941937355137
2706-10,Medio,Tome Pal Pinto,Salud,Informativo,Link,"4,814",https://www.facebook.com/Tomepalpinto/posts/3110080155745193
2806-1,Ministerio,Ministerio de Salud,Salud,Informativo,Texto,"16,478",https://www.facebook.com/msaludcr/posts/10163945376875137
2806-2,Figura Pública,Dr. Rafael Ramos,Medidas y Restricciones,Axiológico,Texto/Video,"11,514",https://www.facebook.com/rafaelramoscr/posts/2609963345771076
2806-3,Medio,Crhoy.com,Aglomeraciones,Denuncia,Link,"9,154",https://www.facebook.com/crhoy.comnoticias/posts/4227643990611269
2806-4,Ministerio,Ministerio de Salud,Salud,Informativo,Video,"7,559",https://www.facebook.com/msaludcr/posts/3540596902662375
2806-5,Medio,Tome Pal Pinto,Aglomeraciones,Informativo,Link,"7,351",https://www.facebook.com/Tomepalpinto/posts/3112353855517823
2806-6,Ministerio,Ministerio de Salud,Salud,Informativo,Imagen,"5,407",https://www.facebook.com/msaludcr/posts/10163947594190137
2806-7,Medio,Telenoticias,Salud,Informativo,Texto/Imagen,"5,345",https://www.facebook.com/Telenoticias7/posts/3622143051130203
2806-8,Medio,Telenoticias,Salud,Informativo,Link,"5,048",https://www.facebook.com/Telenoticias7/posts/3622158717795303
2806-9,Medio,Teletica,Salud,Informativo,Link,"4,918",https://www.facebook.com/teleticacom/posts/1583645821797183
2806-10,Medio,Amelia Rueda,Salud,Informativo,Link,"4,882",https://www.facebook.com/ameliarueda/posts/10159036644167923
